Reading in simulation parameters
         44326243 function calls (41267471 primitive calls) in 132.976 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 legend_handler.py:176(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 legend_handler.py:306(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:438(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:647(HandlerTuple)
        1    0.000    0.000    0.000    0.000 csv.py:55(excel)
        1    0.000    0.000    0.000    0.000 csv.py:70(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:131(DictWriter)
        1    0.000    0.000    0.000    0.000 streamplot.py:234(StreamplotSet)
        1    0.000    0.000    0.000    0.000 offsetbox.py:355(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:405(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:567(PaddedBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:776(TextArea)
        1    0.000    0.000    0.000    0.000 container.py:71(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 dates.py:340(bytespdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:1595(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1943(ConciseDateConverter)
        1    0.000    0.000    0.000    0.000 rrule.py:66(weekday)
        1    0.000    0.000    0.000    0.000 rrule.py:1314(_genitem)
        1    0.000    0.000    0.000    0.000 tz.py:367(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:1030(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1150(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1247(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:1822(_nullcontext)
        1    0.000    0.000    0.000    0.000 _factories.py:17(_TzFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:23(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:50(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 units.py:194(Registry)
        1    0.000    0.000    0.000    0.000 dates.py:312(strpdate2num)
        1    0.000    0.000    0.000    0.000 category.py:113(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 category.py:162(UnitData)
        1    0.000    0.000    0.000    0.000 figure.py:164(SubplotParams)
        1    0.000    0.000    0.000    0.000 figure.py:1073(fixitems)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:19(get_projection_class)
        2    0.000    0.000    0.000    0.000 figure.py:76(<listcomp>)
        2    0.000    0.000    0.000    0.000 figure.py:74(<listcomp>)
        1    0.000    0.000    0.000    0.000 figure.py:159(AxesStack)
        1    0.000    0.000    0.000    0.000 widgets.py:92(AxesWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:503(CheckButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:1227(Cursor)
        1    0.000    0.000    0.000    0.000 widgets.py:2703(Lasso)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1242(DrawEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1459(PickEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1501(KeyEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2501(NonGuiException)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2582(notify_axes_change)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3301(StatusbarBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3434(ShowBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:319(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:366(RubberbandBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:430(ToolEnableNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:725(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:755(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:779(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 blocking_input.py:267(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 blocking_input.py:326(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 gridspec.py:93(set_width_ratios)
        1    0.000    0.000    0.000    0.000 gridspec.py:238(GridSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:431(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:532(num2)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:29(get_fig_manager)
        1    0.000    0.000    0.000    0.000 mathtext.py:82(MathtextBackend)
        1    0.000    0.000    0.000    0.000 mathtext.py:350(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 mathtext.py:540(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:869(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:913(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1243(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:1290(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1299(STIXSansFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1306(DejaVuSerifFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1355(Node)
        1    0.000    0.000    0.000    0.000 mathtext.py:1386(Box)
        1    0.000    0.000    0.000    0.000 mathtext.py:1413(Vbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1509(Accent)
        1    0.000    0.000    0.000    0.000 mathtext.py:1790(Rule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1820(Vrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1830(Glue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1864(GlueSpec)
        1    0.000    0.000    0.000    0.000 mathtext.py:1958(Kern)
        1    0.000    0.000    0.000    0.000 mathtext.py:2003(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:2068(Ship)
        1    0.000    0.000    0.000    0.000 patches.py:1978(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2006(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2207(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2259(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2356(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2854(Angle)
        1    0.000    0.000    0.000    0.000 patches.py:2916(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:3010(Bar)
        1    0.000    0.000    0.000    0.000 patches.py:3217(_Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3375(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3394(CurveAB)
        1    0.000    0.000    0.000    0.000 patches.py:3413(CurveFilledA)
        1    0.000    0.000    0.000    0.000 patches.py:3584(BracketA)
        1    0.000    0.000    0.000    0.000 patches.py:3738(Fancy)
        1    0.000    0.000    0.000    0.000 patches.py:3828(Wedge)
        1    0.000    0.000    0.000    0.000 bezier.py:11(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 ticker.py:2811(AutoLocator)
        1    0.000    0.000    0.000    0.000 font_manager.py:327(FontEntry)
        1    0.000    0.000    0.000    0.000 font_manager.py:866(_JSONEncoder)
        1    0.000    0.000    0.000    0.000 font_manager.py:884(JSONEncoder)
        1    0.000    0.000    0.000    0.000 contour.py:1377(QuadContourSet)
        1    0.000    0.000    0.000    0.000 ticker.py:371(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:391(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:410(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1061(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1077(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1814(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1910(MultipleLocator)
        1    0.000    0.000    0.000    0.000 contour.py:35(ClabelText)
        1    0.000    0.000    0.000    0.000 transforms.py:2489(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2537(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2599(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2639(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 transforms.py:2740(TransformedPatchPath)
        1    0.000    0.000    0.000    0.000 collections.py:1234(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 path.py:230(simplify_threshold)
        1    0.000    0.000    0.000    0.000 path.py:251(should_simplify)
        1    0.000    0.000    0.000    0.000 transforms.py:400(height)
        1    0.000    0.000    0.000    0.000 transforms.py:931(minposx)
        1    0.000    0.000    0.000    0.000 transforms.py:935(minposy)
        1    0.000    0.000    0.000    0.000 colorbar.py:279(_ColorbarLogLocator)
        2    0.000    0.000    0.000    0.000 artist.py:800(get_visible)
        1    0.000    0.000    0.000    0.000 artist.py:961(set_in_layout)
        1    0.000    0.000    0.000    0.000 artist.py:1013(get_label)
        1    0.000    0.000    0.000    0.000 _version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:1063(TwoSlopeNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1464(NoNorm)
        1    0.000    0.000    0.000    0.000 docstring.py:62(Appender)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4761(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4829(Suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4858(OnlyOnce)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6266(_lazyclassproperty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6336(Latin1)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6348(Greek)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6360(Chinese)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6368(Kanji)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6376(Katakana)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6384(CJK)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6388(Thai)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6392(Arabic)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6396(Hebrew)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6400(Devanagari)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1627(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1650(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2572(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2580(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2989(Char)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3492(LineEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3565(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3714(_ErrorStop)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4340(OneOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4405(_NullToken)
        1    0.000    0.000    0.000    0.000 deprecation.py:306(_deprecated_parameter_class)
        1    0.000    0.000    0.000    0.000 rcsetup.py:665(ValidateInterval)
        1    0.000    0.000    0.000    0.000 pyparsing.py:231(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:399(ParseFatalException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:425(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 __init__.py:1267(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:2170(_classproperty)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-106>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-107>:1(<module>)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:468(BackgroundJobFunc)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-110>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-114>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-115>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-66>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-67>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-68>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-69>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-70>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-71>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-72>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-73>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-74>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-75>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-76>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-77>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-79>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-81>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-83>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-84>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-86>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-87>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-88>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-90>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-91>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-92>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-93>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-96>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-99>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-100>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-101>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-102>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-103>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-47>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-49>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-51>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-52>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-54>:1(<module>)
        1    0.000    0.000    0.000    0.000 execution.py:123(TimeitTemplateFiller)
        1    0.000    0.000    0.000    0.000 cProfile.py:27(Profile)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-55>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-57>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-58>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-60>:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-45>:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 client.py:163(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:1396(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1401(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1404(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1407(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1412(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1415(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1433(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1436(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1439(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1445(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1452(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1457(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-35>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-37>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-38>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-40>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-41>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-42>:1(<module>)
        1    0.000    0.000    0.000    0.000 code.py:44(MacroToEdit)
        1    0.000    0.000    0.000    0.000 code.py:168(InteractivelyDefined)
        1    0.000    0.000    0.000    0.000 request.py:899(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:1020(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1031(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1212(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1351(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1384(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1499(FTPHandler)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-25>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-26>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-27>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:24(UnknownBackend)
        1    0.000    0.000    0.000    0.000 prompts.py:71(RichPromptDisplayHook)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-29>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-30>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-31>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-34>:1(<module>)
        1    0.000    0.000    0.000    0.000 environment.py:25(InvalidPythonEnvironment)
        1    0.000    0.000    0.000    0.000 __init__.py:82(EvaluatorSameProcess)
        1    0.000    0.000    0.000    0.000 __init__.py:277(Listener)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(WrongVersion)
        1    0.000    0.000    0.000    0.000 asynchronous.py:26(CoroutineWrapper)
        1    0.000    0.000    0.000    0.000 asynchronous.py:33(AsyncGenerator)
        1    0.000    0.000    0.000    0.000 instance.py:19(InstanceExecutedParam)
        1    0.000    0.000    0.000    0.000 instance.py:292(CompiledInstanceClassFilter)
        1    0.000    0.000    0.000    0.000 instance.py:347(CompiledBoundMethod)
        1    0.000    0.000    0.000    0.000 interpreter.py:18(NamespaceObject)
        1    0.000    0.000    0.000    0.000 mixed.py:93(MixedObjectFilter)
        1    0.000    0.000    0.000    0.000 arguments.py:266(ValuesArguments)
        1    0.000    0.000    0.000    0.000 iterable.py:276(GeneratorComprehension)
        1    0.000    0.000    0.000    0.000 iterable.py:428(_FakeArray)
        1    0.000    0.000    0.000    0.000 lazy_context.py:5(AbstractLazyContext)
        1    0.000    0.000    0.000    0.000 lazy_context.py:16(LazyKnownContext)
        1    0.000    0.000    0.000    0.000 lazy_context.py:22(LazyKnownContexts)
        1    0.000    0.000    0.000    0.000 lazy_context.py:36(LazyTreeContext)
        1    0.000    0.000    0.000    0.000 access.py:106(decorator)
        1    0.000    0.000    0.000    0.000 access.py:105(compiled_objects_cache)
        1    0.000    0.000    0.000    0.000 access.py:179(_force_unicode_decorator)
        1    0.000    0.000    0.000    0.000 access.py:184(__init__)
        1    0.000    0.000    0.000    0.000 blub:2(_coroutine)
        2    0.000    0.000    0.000    0.000 cache.py:62(evaluator_as_method_param_cache)
        1    0.000    0.000    0.000    0.000 helpers.py:221(EvaluatorTypeError)
        1    0.000    0.000    0.000    0.000 helpers.py:225(EvaluatorIndexError)
        1    0.000    0.000    0.000    0.000 helpers.py:229(EvaluatorKeyError)
        1    0.000    0.000    0.000    0.000 context.py:20(CheckAttribute)
        1    0.000    0.000    0.000    0.000 context.py:296(EmptyCompiledName)
        1    0.000    0.000    0.000    0.000 filters.py:84(ContextName)
        1    0.000    0.000    0.000    0.000 filters.py:112(ParamName)
        1    0.000    0.000    0.000    0.000 filters.py:292(MergedFilter)
        1    0.000    0.000    0.000    0.000 filters.py:331(SpecialMethodName)
        1    0.000    0.000    0.000    0.000 filters.py:375(_OverwriteMeta)
        1    0.000    0.000    0.000    0.000 recursion.py:53(RecursionDetector)
        1    0.000    0.000    0.000    0.000 ansi.py:25(AnsiCodes)
        1    0.000    0.000    0.000    0.000 cache.py:110(time_cache)
        1    0.000    0.000    0.000    0.000 utils.py:29(UncaughtAttributeError)
        1    0.000    0.000    0.000    0.000 imports.py:117(NestedImportModule)
        1    0.000    0.000    0.000    0.000 errors.py:956(_CompForRule)
        1    0.000    0.000    0.000    0.000 errors.py:970(_ExprStmtRule)
        1    0.000    0.000    0.000    0.000 errors.py:983(_WithItemRule)
        1    0.000    0.000    0.000    0.000 errors.py:1005(_ForStmtRule)
        1    0.000    0.000    0.000    0.000 normalizer.py:110(NormalizerConfig)
        1    0.000    0.000    0.000    0.000 pep8.py:54(BracketNode)
        1    0.000    0.000    0.000    0.000 pep8.py:108(ImplicitNode)
        1    0.000    0.000    0.000    0.000 pep8.py:122(BackslashNode)
        1    0.000    0.000    0.000    0.000 pep8.py:722(BlankLineAtEnd)
        1    0.000    0.000    0.000    0.000 file_io.py:29(KnownContentFileIO)
        1    0.000    0.000    0.000    0.000 _compatibility.py:266(Python3Method)
        1    0.000    0.000    0.000    0.000 tree.py:760(WhileStmt)
        1    0.000    0.000    0.000    0.000 tree.py:779(TryStmt)
        1    0.000    0.000    0.000    0.000 tree.py:1005(GlobalStmt)
        1    0.000    0.000    0.000    0.000 tree.py:1012(ReturnStmt)
        1    0.000    0.000    0.000    0.000 tree.py:1016(YieldExpr)
        1    0.000    0.000    0.000    0.000 tree.py:1204(SyncCompFor)
        1    0.000    0.000    0.000    0.000 errors.py:361(IndentationRule)
        1    0.000    0.000    0.000    0.000 errors.py:369(_ExpectIndentedBlock)
        1    0.000    0.000    0.000    0.000 errors.py:382(ErrorFinderConfig)
        1    0.000    0.000    0.000    0.000 errors.py:386(SyntaxRule)
        1    0.000    0.000    0.000    0.000 errors.py:394(_InvalidSyntaxRule)
        1    0.000    0.000    0.000    0.000 errors.py:406(_AwaitOutsideAsync)
        1    0.000    0.000    0.000    0.000 errors.py:430(_ContinueChecks)
        1    0.000    0.000    0.000    0.000 errors.py:461(_NameChecks)
        1    0.000    0.000    0.000    0.000 errors.py:476(_StringChecks)
        1    0.000    0.000    0.000    0.000 errors.py:515(_StarCheck)
        1    0.000    0.000    0.000    0.000 errors.py:528(_StarStarCheck)
        1    0.000    0.000    0.000    0.000 errors.py:563(_BytesAndStringMix)
        1    0.000    0.000    0.000    0.000 errors.py:583(_TrailingImportComma)
        1    0.000    0.000    0.000    0.000 errors.py:593(_ImportStarInFunction)
        1    0.000    0.000    0.000    0.000 errors.py:686(_AnnotatorRule)
        1    0.000    0.000    0.000    0.000 errors.py:723(_ArgumentRule)
        1    0.000    0.000    0.000    0.000 errors.py:743(_NonlocalModuleLevelRule)
        1    0.000    0.000    0.000    0.000 errors.py:816(_ParameterRule)
        1    0.000    0.000    0.000    0.000 errors.py:838(_TryStmtRule)
        1    0.000    0.000    0.000    0.000 errors.py:885(_CheckAssignmentRule)
        1    0.000    0.000    0.000    0.000 diff.py:164(_PositionUpdatingFinished)
        1    0.000    0.000    0.000    0.000 tree.py:93(PythonMixin)
        1    0.000    0.000    0.000    0.000 tree.py:115(PythonLeaf)
        1    0.000    0.000    0.000    0.000 tree.py:281(FStringStart)
        1    0.000    0.000    0.000    0.000 tree.py:290(FStringEnd)
        1    0.000    0.000    0.000    0.000 tree.py:299(_StringComparisonMixin)
        1    0.000    0.000    0.000    0.000 tree.py:318(Operator)
        1    0.000    0.000    0.000    0.000 tree.py:323(Keyword)
        1    0.000    0.000    0.000    0.000 parser.py:30(ParserSyntaxError)
        1    0.000    0.000    0.000    0.000 parser.py:41(InternalParseError)
        1    0.000    0.000    0.000    0.000 tree.py:234(TypedLeaf)
        1    0.000    0.000    0.000    0.000 tree.py:342(ErrorNode)
        1    0.000    0.000    0.000    0.000 generator.py:63(DFAState)
        1    0.000    0.000    0.000    0.000 generator.py:122(ReservedString)
        1    0.000    0.000    0.000    0.000 grammar_parser.py:145(NFAState)
        1    0.000    0.000    0.000    0.000 tokenize.py:263(PythonToken)
        1    0.000    0.000    0.000    0.000 token.py:4(TokenType)
        1    0.000    0.000    0.000    0.000 token.py:13(TokenTypes)
        1    0.000    0.000    0.000    0.000 formatters.py:101(Percentage)
        1    0.000    0.000    0.000    0.000 formatters.py:159(Progress)
        1    0.000    0.000    0.000    0.000 formatters.py:201(TimeLeft)
        1    0.000    0.000    0.000    0.000 formatters.py:242(SpinningWheel)
        1    0.000    0.000    0.000    0.000 completer.py:172(ProvisionalCompleterWarning)
        1    0.000    0.000    0.000    0.000 completer.py:326(_FakeJediCompletion)
        1    0.000    0.000    0.000    0.000 base.py:58(Border)
        1    0.000    0.000    0.000    0.000 base.py:248(Label)
        1    0.000    0.000    0.000    0.000 base.py:355(Frame)
        1    0.000    0.000    0.000    0.000 base.py:432(Shadow)
        1    0.000    0.000    0.000    0.000 base.py:514(Checkbox)
